delta	delta_high	alpha	Pizza Price	Pizza Amount	Fondue Price	Fondue Amount	Italian Wage	Swiss Hours Worked	Italian Wage	Swiss Hours Worked	Deviation
0.4	0.16	6	10.059	292.914	13.436	353.555	4.151	385.575	4.014	363.083	0.006125
0.4	0.16	6.5	9.1	274.875	14.161	366.746	4.172	392.141	3.966	358.542	0.006022
0.4	0.16	7	8.095	255.301	14.848	379.161	4.188	398.946	3.916	354.323	0.005962
0.4	0.16	7.5	7.032	233.66	15.477	391.082	4.196	406.29	3.859	350.812	0.006043
0.4	0.16	8	5.907	209.354	16.057	402.351	4.196	413.813	3.798	347.912	0.006146
0.4	0.16	8.5	4.702	181.209	16.563	413.225	4.186	422.123	3.729	346.154	0.006313
0.4	0.16	9	3.391	147.175	16.992	423.581	4.164	431.227	3.653	345.707	0.006107
0.4	0.2	1	17.072	421.824	3.423	144.547	3.914	390.555	3.914	390.602	0.005998
0.4	0.2	1.5	16.653	411.339	4.75	178.241	3.965	385.546	3.966	385.624	0.005970
0.4	0.2	2	16.149	400.371	5.968	206.147	4.005	381.775	4.005	381.759	0.006024
0.4	0.2	2.5	15.583	388.819	7.106	230.382	4.037	378.678	4.037	378.663	0.006049
0.4	0.2	3	14.955	376.79	8.179	251.992	4.062	376.384	4.062	376.398	0.005918
0.4	0.2	3.5	14.276	364.151	9.195	271.621	4.081	374.641	4.081	374.661	0.005952
0.4	0.2	4	13.545	350.877	10.159	289.679	4.094	373.433	4.094	373.45	0.005996
0.4	0.2	4.5	12.767	336.94	11.076	306.415	4.102	372.744	4.102	372.757	0.006036
0.4	0.2	5	11.947	322.093	11.945	322.145	4.105	372.465	4.105	372.455	0.006167
0.4	0.2	5.5	11.077	306.416	12.771	336.877	4.102	372.661	4.102	372.651	0.006140
0.4	0.2	6	10.16	289.648	13.545	350.899	4.094	373.444	4.094	373.436	0.006004
0.4	0.2	6.5	9.195	271.648	14.277	364.131	4.081	374.651	4.081	374.64	0.006064
0.4	0.2	7	8.178	252.011	14.954	376.794	4.062	376.434	4.062	376.4	0.005871
0.4	0.2	7.5	7.106	230.387	15.581	388.866	4.037	378.789	4.037	378.746	0.005903
0.4	0.2	8	5.968	206.157	16.149	400.363	4.005	381.74	4.005	381.777	0.005977
0.4	0.2	8.5	4.749	178.236	16.648	411.394	3.965	385.746	3.964	385.646	0.005942
0.4	0.2	9	3.423	144.52	17.066	421.909	3.914	390.79	3.914	390.713	0.005977
0.45	0.045	1	11.233	588.246	2.243	238.512	2.35	217.401	4.438	605.142	0.005951
0.45	0.045	1.5	10.834	577.824	3.022	292.013	2.491	254.942	4.34	590.131	0.006582
0.45	0.045	2	10.403	566.894	3.735	333.832	2.631	290.577	4.231	574.543	0.007833
0.45	0.045	2.5	9.946	555.351	4.406	368.213	2.772	323.89	4.116	558.174	0.009102
0.45	0.045	3	9.469	543.095	5.047	397.369	2.912	354.813	3.994	540.93	0.010180
0.45	0.045	3.5	8.972	530.022	5.661	422.835	3.052	383.846	3.868	522.702	0.010010
0.45	0.045	4	8.454	516.023	6.249	445.679	3.191	411.533	3.736	503.49	0.008096
0.45	0.045	4.5	7.919	500.882	6.816	466.11	3.328	437.331	3.601	483.065	0.006178
0.45	0.045	5	7.372	484.397	7.372	484.421	3.465	461.2	3.465	461.179	0.005372
0.45	0.045	5.5	6.817	466.099	7.92	500.909	3.601	483.082	3.329	437.353	0.006298
0.45	0.045	6	6.248	445.702	8.454	516.054	3.736	503.525	3.191	411.614	0.008007
0.45	0.045	6.5	5.66	422.883	8.971	530.062	3.868	522.752	3.052	383.989	0.009848
0.45	0.045	7	5.045	397.457	9.468	543.129	3.994	540.974	2.912	355.011	0.009679
0.45	0.045	7.5	4.406	368.243	9.946	555.362	4.115	558.197	2.772	323.94	0.008914
0.45	0.045	8	3.735	333.879	10.402	566.893	4.231	574.552	2.631	290.627	0.007646
0.45	0.045	8.5	3.022	292.056	10.834	577.823	4.34	590.136	2.491	254.979	0.006387
0.45	0.045	9	2.243	238.553	11.232	588.247	4.437	605.143	2.35	217.446	0.005763
0.45	0.09	1	11.762	564.519	2.498	200.007	2.645	292.448	4.229	572.982	0.004980
0.45	0.09	1.5	11.416	551.876	3.373	249.058	2.763	313.032	4.171	559.004	0.005208
0.45	0.09	2	11.024	538.664	4.164	288.834	2.879	334.198	4.1	544.892	0.005334
0.45	0.09	2.5	10.597	524.846	4.899	322.55	2.994	355.179	4.02	530.492	0.005589
0.45	0.09	3	10.138	510.374	5.591	351.988	3.106	375.766	3.933	515.745	0.005645
0.45	0.09	3.5	9.654	495.095	6.248	378.158	3.218	395.656	3.841	500.476	0.005732
0.45	0.09	4	9.148	478.945	6.882	401.522	3.328	414.509	3.747	484.561	0.007060
0.45	0.09	4.5	8.614	461.706	7.481	423.263	3.436	433.213	3.646	468.198	0.006131
0.45	0.09	5	8.055	443.281	8.056	443.289	3.541	451.239	3.541	451.228	0.005347
0.45	0.09	5.5	7.479	423.323	8.612	461.745	3.645	468.292	3.436	433.337	0.005769
0.45	0.09	6	6.88	401.644	9.147	478.935	3.746	484.615	3.328	414.671	0.006420
0.45	0.09	6.5	6.249	378.112	9.654	495.108	3.842	500.475	3.218	395.608	0.005937
0.45	0.09	7	5.592	351.938	10.139	510.367	3.934	515.725	3.106	375.681	0.005955
0.45	0.09	7.5	4.9	322.517	10.597	524.854	4.02	530.493	2.994	355.154	0.005761
0.45	0.09	8	4.165	288.812	11.026	538.643	4.1	544.844	2.879	334.147	0.005411
0.45	0.09	8.5	3.373	249.091	11.417	551.847	4.171	558.958	2.763	313.024	0.005064
0.45	0.09	9	2.499	199.962	11.766	564.452	4.229	572.852	2.646	292.318	0.005279
0.45	0.135	1	12.083	551.62	2.672	177.597	2.933	355.97	3.997	538.499	0.005053
0.45	0.135	1.5	11.775	537.62	3.617	223.762	3.026	364.773	3.975	526.369	0.005088
0.45	0.135	2	11.415	522.986	4.466	262.01	3.115	374.972	3.94	514.59	0.005309
0.45	0.135	2.5	11.015	507.683	5.247	295.178	3.202	386.02	3.897	502.975	0.005096
0.45	0.135	3	10.576	491.727	5.977	324.558	3.285	397.532	3.846	491.413	0.005133
0.45	0.135	3.5	10.109	474.948	6.666	351.114	3.367	409.173	3.79	479.769	0.005360
0.45	0.135	4	9.607	457.349	7.316	375.483	3.445	421.041	3.728	468.169	0.005231
0.45	0.135	4.5	9.079	438.764	7.934	397.99	3.521	432.867	3.663	456.463	0.005314
0.45	0.135	5	8.521	419.02	8.521	419.019	3.593	444.661	3.593	444.695	0.005225
0.45	0.135	5.5	7.934	397.99	9.079	438.762	3.663	456.466	3.521	432.857	0.005321
0.45	0.135	6	7.315	375.537	9.608	457.308	3.728	468.162	3.445	421.059	0.005232
0.45	0.135	6.5	6.666	351.104	10.109	474.95	3.79	479.769	3.367	409.162	0.005362
0.45	0.135	7	5.977	324.594	10.577	491.669	3.846	491.343	3.286	397.49	0.005257
0.45	0.135	7.5	5.248	295.105	11.013	507.72	3.897	502.977	3.202	386.022	0.005338
0.45	0.135	8	4.466	262.044	11.417	522.967	3.941	514.576	3.116	374.977	0.005039
0.45	0.135	8.5	3.617	223.763	11.774	537.631	3.975	526.392	3.026	364.785	0.005044
0.45	0.135	9	2.672	177.614	12.083	551.598	3.997	538.464	2.933	355.95	0.004886
0.45	0.18	1	12.257	545.015	2.775	165.679	3.213	410.808	3.747	500.711	0.005265
0.45	0.18	1.5	11.975	530.254	3.762	210.194	3.281	411.239	3.759	491.389	0.005145
0.45	0.18	2	11.634	514.829	4.645	247.558	3.342	413.372	3.758	482.823	0.005131
0.45	0.18	2.5	11.254	498.657	5.457	280.295	3.4	416.382	3.75	474.861	0.005080
0.45	0.18	3	10.831	481.794	6.21	309.632	3.452	420.209	3.735	467.334	0.005220
0.45	0.18	3.5	10.37	464.234	6.914	336.435	3.5	424.8	3.713	460.294	0.005066
0.45	0.18	4	9.878	445.78	7.578	361.185	3.544	429.754	3.688	453.559	0.005056
0.45	0.18	4.5	9.354	426.358	8.204	384.267	3.586	435.147	3.658	447.071	0.005155
0.45	0.18	5	8.795	405.919	8.795	405.926	3.624	440.947	3.624	440.949	0.005116
0.45	0.18	5.5	8.204	384.279	9.354	426.355	3.658	447.068	3.586	435.163	0.005198
0.45	0.18	6	7.578	361.204	9.878	445.759	3.688	453.53	3.545	429.767	0.005122
0.45	0.18	6.5	6.916	336.379	10.372	464.221	3.714	460.252	3.5	424.697	0.005367
0.45	0.18	7	6.209	309.657	10.83	481.831	3.735	467.409	3.451	420.29	0.005042
0.45	0.18	7.5	5.457	280.251	11.252	498.691	3.75	474.888	3.399	416.39	0.005253
0.45	0.18	8	4.646	247.606	11.638	514.738	3.759	482.744	3.343	413.214	0.005231
0.45	0.18	8.5	3.763	210.191	11.977	530.231	3.759	491.35	3.281	411.194	0.005196
0.45	0.18	9	2.774	165.719	12.259	544.936	3.747	500.615	3.213	410.654	0.005094
0.45	0.225	1	12.313	542.94	2.808	162.01	3.485	458.529	3.486	458.563	0.004854
0.45	0.225	1.5	12.04	527.91	3.81	205.925	3.526	453.141	3.526	453.163	0.005099
0.45	0.225	2	11.707	512.244	4.706	243.001	3.558	449.194	3.558	449.157	0.005011
0.45	0.225	2.5	11.331	495.83	5.527	275.537	3.583	446.015	3.583	446.001	0.005180
0.45	0.225	3	10.913	478.691	6.287	304.933	3.602	443.64	3.602	443.659	0.005148
0.45	0.225	3.5	10.458	460.826	6.998	331.746	3.616	441.872	3.616	441.896	0.005086
0.45	0.225	4	9.968	442.102	7.665	356.633	3.626	440.685	3.626	440.675	0.005064
0.45	0.225	4.5	9.445	422.431	8.295	379.87	3.632	439.919	3.632	439.923	0.005189
0.45	0.225	5	8.887	401.758	8.888	401.72	3.634	439.681	3.634	439.677	0.005218
0.45	0.225	5.5	8.294	379.9	9.445	422.422	3.632	439.962	3.632	439.928	0.005182
0.45	0.225	6	7.666	356.614	9.968	442.1	3.626	440.665	3.626	440.646	0.005146
0.45	0.225	6.5	6.998	331.749	10.459	460.799	3.616	441.847	3.616	441.846	0.005209
0.45	0.225	7	6.287	304.919	10.913	478.694	3.602	443.615	3.602	443.667	0.005157
0.45	0.225	7.5	5.527	275.537	11.332	495.826	3.583	446.003	3.583	445.999	0.005200
0.45	0.225	8	4.706	243.011	11.707	512.241	3.558	449.223	3.558	449.127	0.004992
0.45	0.225	8.5	3.81	205.941	12.039	527.931	3.526	453.203	3.526	453.193	0.005008
0.45	0.225	9	2.808	161.994	12.312	542.936	3.485	458.499	3.485	458.569	0.004923
0.5	0.05	1	8.131	756.208	1.755	292.223	2.005	267.091	4.16	668.377	0.006030
0.5	0.05	1.5	7.843	742.186	2.314	363.426	2.145	310.383	4.05	654.297	0.006233
0.5	0.05	2	7.533	727.544	2.82	419.211	2.286	350.4	3.931	639.577	0.006898
0.5	0.05	2.5	7.208	712.171	3.295	464.847	2.428	386.793	3.807	624.003	0.008276
0.5	0.05	3	6.869	695.915	3.748	503.448	2.569	419.87	3.679	607.461	0.009530
0.5	0.05	3.5	6.516	678.584	4.179	537.33	2.711	450.551	3.547	589.891	0.008990
0.5	0.05	4	6.149	660.106	4.593	567.491	2.852	479.222	3.41	571.196	0.006921
0.5	0.05	4.5	5.772	640.132	4.994	594.291	2.992	505.351	3.271	551.076	0.005532
0.5	0.05	5	5.386	618.395	5.386	618.413	3.132	529.343	3.132	529.327	0.004721
0.5	0.05	5.5	4.993	594.357	5.772	640.164	3.271	551.136	2.992	505.456	0.005304
0.5	0.05	6	4.593	567.463	6.149	660.14	3.41	571.222	2.852	479.218	0.007038
0.5	0.05	6.5	4.18	537.305	6.516	678.636	3.547	589.912	2.711	450.613	0.008982
0.5	0.05	7	3.745	503.749	6.867	695.944	3.678	607.549	2.569	420.245	0.008414
0.5	0.05	7.5	3.295	464.933	7.207	712.178	3.807	624.033	2.428	386.881	0.007997
0.5	0.05	8	2.821	419.091	7.534	727.542	3.931	639.555	2.286	350.288	0.007418
0.5	0.05	8.5	2.314	363.439	7.843	742.186	4.05	654.301	2.145	310.389	0.006190
0.5	0.05	9	1.755	292.261	8.131	756.21	4.16	668.38	2.005	267.122	0.005684
0.5	0.1	1	8.512	726.743	2.008	236.531	2.299	350.129	3.936	637.833	0.005260
0.5	0.1	1.5	8.269	709.217	2.647	301.086	2.413	373.338	3.866	624.529	0.005162
0.5	0.1	2	7.994	691.001	3.215	353.813	2.527	396.678	3.785	611.046	0.005361
0.5	0.1	2.5	7.696	672.033	3.736	398.734	2.64	419.398	3.697	597.222	0.005623
0.5	0.1	3	7.378	652.169	4.222	438.141	2.753	441.298	3.603	582.902	0.005469
0.5	0.1	3.5	7.044	631.317	4.683	473.148	2.865	462.053	3.506	567.974	0.005797
0.5	0.1	4	6.692	609.313	5.122	504.838	2.976	481.866	3.405	552.375	0.005934
0.5	0.1	4.5	6.323	585.952	5.538	534.033	3.085	500.944	3.3	536.139	0.005271
0.5	0.1	5	5.937	561.005	5.936	561.022	3.193	519.13	3.193	519.124	0.004642
0.5	0.1	5.5	5.537	534.081	6.322	585.966	3.3	536.188	3.085	501.005	0.005088
0.5	0.1	6	5.121	504.844	6.692	609.334	3.405	552.401	2.976	481.895	0.005936
0.5	0.1	6.5	4.682	473.232	7.043	631.325	3.505	568.012	2.865	462.161	0.005479
0.5	0.1	7	4.222	438.165	7.379	652.158	3.603	582.905	2.753	441.298	0.005349
0.5	0.1	7.5	3.734	398.955	7.695	672.028	3.696	597.292	2.64	419.594	0.004673
0.5	0.1	8	3.215	353.802	7.994	690.998	3.785	611.05	2.527	396.656	0.005458
0.5	0.1	8.5	2.646	301.224	8.267	709.251	3.866	624.588	2.413	373.499	0.004453
0.5	0.1	9	2.007	236.627	8.51	726.78	3.936	637.888	2.298	350.258	0.004546
0.5	0.15	1	8.731	711.428	2.184	204.965	2.588	418.814	3.69	604.824	0.004513
0.5	0.15	1.5	8.523	691.704	2.883	265.145	2.676	428.562	3.657	592.981	0.004376
0.5	0.15	2	8.277	671.221	3.496	315.648	2.761	439.732	3.613	581.58	0.004405
0.5	0.15	2.5	8.007	649.827	4.052	359.703	2.846	451.498	3.562	570.153	0.004573
0.5	0.15	3	7.711	627.609	4.565	399.068	2.927	463.621	3.504	558.807	0.004949
0.5	0.15	3.5	7.393	604.349	5.042	434.974	3.007	475.889	3.442	547.384	0.004830
0.5	0.15	4	7.054	580.039	5.491	467.964	3.085	488.149	3.376	535.866	0.004737
0.5	0.15	4.5	6.695	554.426	5.915	498.607	3.161	500.245	3.308	524.148	0.004811
0.5	0.15	5	6.315	527.375	6.315	527.393	3.235	512.334	3.235	512.336	0.004545
0.5	0.15	5.5	5.914	498.633	6.695	554.435	3.307	524.174	3.161	500.283	0.004703
0.5	0.15	6	5.489	468.095	7.053	579.985	3.376	535.899	3.085	488.221	0.004551
0.5	0.15	6.5	5.042	435.013	7.392	604.351	3.442	547.407	3.007	475.932	0.004609
0.5	0.15	7	4.565	399.096	7.711	627.579	3.504	558.794	2.927	463.603	0.004920
0.5	0.15	7.5	4.052	359.745	8.007	649.818	3.562	570.164	2.846	451.523	0.004489
0.5	0.15	8	3.497	315.635	8.279	671.175	3.613	581.473	2.762	439.728	0.004428
0.5	0.15	8.5	2.883	265.11	8.522	691.728	3.657	592.98	2.676	428.604	0.004468
0.5	0.15	9	2.184	204.953	8.733	711.389	3.691	604.771	2.588	418.752	0.004590
0.5	0.2	1	8.854	703.572	2.289	188.38	2.875	476.205	3.429	567.582	0.004550
0.5	0.2	1.5	8.664	682.763	3.026	246.052	2.936	477.089	3.43	558.374	0.004309
0.5	0.2	2	8.436	661.05	3.667	295.187	2.991	479.473	3.421	550.12	0.004247
0.5	0.2	2.5	8.18	638.34	4.244	338.682	3.043	482.902	3.404	542.223	0.004368
0.5	0.2	3	7.9	614.736	4.772	378.045	3.092	487.054	3.384	534.838	0.004500
0.5	0.2	3.5	7.594	590.107	5.26	414.244	3.138	491.754	3.358	527.749	0.004571
0.5	0.2	4	7.266	564.393	5.714	447.965	3.181	496.929	3.329	521.06	0.004516
0.5	0.2	4.5	6.913	537.549	6.139	479.504	3.222	502.536	3.296	514.618	0.004479
0.5	0.2	5	6.539	509.28	6.538	509.301	3.26	508.418	3.26	508.42	0.004467
0.5	0.2	5.5	6.14	479.463	6.914	537.53	3.296	514.564	3.222	502.473	0.004614
0.5	0.2	6	5.715	447.923	7.266	564.411	3.329	521.006	3.182	496.952	0.004559
0.5	0.2	6.5	5.259	414.309	7.594	590.092	3.358	527.802	3.138	491.77	0.004447
0.5	0.2	7	4.772	378.042	7.899	614.753	3.384	534.9	3.091	487.021	0.004485
0.5	0.2	7.5	4.244	338.676	8.182	638.3	3.405	542.195	3.043	482.812	0.004453
0.5	0.2	8	3.668	295.163	8.437	661.031	3.421	550.07	2.991	479.451	0.004400
0.5	0.2	8.5	3.027	245.935	8.665	682.741	3.43	558.333	2.936	476.947	0.004812
0.5	0.2	9	2.289	188.387	8.854	703.568	3.429	567.535	2.875	476.254	0.004480
0.5	0.25	1	8.889	701.281	2.323	183.213	3.156	525.387	3.156	525.35	0.004415
0.5	0.25	1.5	8.709	680.037	3.074	240.001	3.188	520.101	3.188	520.018	0.004401
0.5	0.25	2	8.49	657.807	3.726	288.698	3.212	516.118	3.212	516.01	0.004456
0.5	0.25	2.5	8.24	634.676	4.31	332.014	3.231	513.06	3.231	513.048	0.004557
0.5	0.25	3	7.963	610.658	4.842	371.373	3.245	510.823	3.245	510.832	0.004443
0.5	0.25	3.5	7.66	585.592	5.333	407.681	3.255	509.12	3.256	509.134	0.004541
0.5	0.25	4	7.336	559.469	5.789	441.594	3.263	508.016	3.263	508.02	0.004495
0.5	0.25	4.5	6.987	532.165	6.215	473.423	3.267	507.332	3.267	507.34	0.004478
0.5	0.25	5	6.612	503.578	6.613	503.489	3.268	507.097	3.268	507.1	0.004638
0.5	0.25	5.5	6.214	473.444	6.986	532.148	3.267	507.343	3.267	507.331	0.004521
0.5	0.25	6	5.789	441.571	7.335	559.471	3.263	507.997	3.263	508.005	0.004507
0.5	0.25	6.5	5.333	407.709	7.661	585.602	3.256	509.163	3.256	509.165	0.004478
0.5	0.25	7	4.842	371.331	7.962	610.666	3.245	510.79	3.245	510.825	0.004502
0.5	0.25	7.5	4.309	332.032	8.239	634.745	3.231	513.174	3.231	513.137	0.004302
0.5	0.25	8	3.725	288.755	8.49	657.822	3.212	516.078	3.212	516.15	0.004377
0.5	0.25	8.5	3.074	239.992	8.709	680.055	3.188	520.064	3.188	520.093	0.004414
0.5	0.25	9	2.323	183.235	8.889	701.276	3.156	525.404	3.156	525.333	0.004280
0.55	0.055	1	5.905	973.137	1.367	362.863	1.734	322.388	3.944	725.404	0.005668
0.55	0.055	1.5	5.696	954.29	1.766	456.826	1.875	370.6	3.824	712.56	0.005752
0.55	0.055	2	5.473	934.747	2.126	530.176	2.018	413.651	3.698	699.029	0.007110
0.55	0.055	2.5	5.24	914.349	2.462	590.336	2.16	452.068	3.567	684.65	0.008071
0.55	0.055	3	4.997	892.889	2.781	641.357	2.303	486.514	3.434	669.314	0.008367
0.55	0.055	3.5	4.746	870.143	3.087	685.603	2.446	517.599	3.297	652.846	0.007934
0.55	0.055	4	4.485	845.869	3.38	724.948	2.589	546.084	3.157	635.179	0.006182
0.55	0.055	4.5	4.217	819.765	3.665	759.983	2.732	571.895	3.015	616.044	0.004635
0.55	0.055	5	3.943	791.353	3.944	791.357	2.873	595.104	2.873	595.089	0.004136
0.55	0.055	5.5	3.665	759.961	4.217	819.792	3.015	616.069	2.732	571.879	0.004735
0.55	0.055	6	3.38	724.902	4.485	845.925	3.157	635.211	2.589	546.083	0.006325
0.55	0.055	6.5	3.088	685.54	4.746	870.169	3.297	652.837	2.446	517.578	0.008210
0.55	0.055	7	2.781	641.381	4.997	892.914	3.434	669.33	2.303	486.574	0.008236
0.55	0.055	7.5	2.461	590.594	5.239	914.361	3.567	684.702	2.16	452.301	0.007234
0.55	0.055	8	2.126	530.266	5.473	934.752	3.698	699.047	2.018	413.719	0.006853
0.55	0.055	8.5	1.766	456.842	5.696	954.286	3.824	712.565	1.875	370.593	0.005794
0.55	0.055	9	1.367	362.973	5.904	973.163	3.944	725.433	1.734	322.492	0.005004
0.55	0.11	1	6.171	937.229	1.614	283.245	2.027	411.666	3.708	697.304	0.003957
0.55	0.11	1.5	6.001	912.952	2.077	367.299	2.14	436.772	3.629	684.968	0.005007
0.55	0.11	2	5.81	887.868	2.481	436.68	2.253	461.598	3.539	672.455	0.004894
0.55	0.11	2.5	5.602	861.851	2.848	496.209	2.366	485.387	3.444	659.561	0.004489
0.55	0.11	3	5.382	834.814	3.19	548.178	2.478	507.682	3.345	646.066	0.005006
0.55	0.11	3.5	5.151	806.571	3.513	594.513	2.591	528.557	3.244	631.905	0.005884
0.55	0.11	4	4.907	776.827	3.818	636.805	2.702	548.389	3.139	617.066	0.005751
0.55	0.11	4.5	4.65	745.403	4.106	675.883	2.813	567.359	3.031	601.558	0.004613
0.55	0.11	5	4.383	711.952	4.383	711.912	2.922	585.079	2.922	585.08	0.004093
0.55	0.11	5.5	4.106	675.907	4.65	745.431	3.031	601.597	2.813	567.394	0.004529
0.55	0.11	6	3.817	636.876	4.907	776.862	3.139	617.131	2.702	548.477	0.005484
0.55	0.11	6.5	3.513	594.591	5.151	806.57	3.244	631.937	2.591	528.623	0.005714
0.55	0.11	7	3.189	548.307	5.382	834.825	3.345	646.12	2.478	507.797	0.004593
0.55	0.11	7.5	2.849	496.047	5.602	861.88	3.444	659.538	2.366	485.299	0.004967
0.55	0.11	8	2.481	436.735	5.809	887.856	3.539	672.46	2.253	461.614	0.004729
0.55	0.11	8.5	2.077	367.308	6.001	912.96	3.629	684.983	2.14	436.778	0.004974
0.55	0.11	9	1.614	283.223	6.171	937.224	3.708	697.309	2.027	411.616	0.004119
0.55	0.165	1	6.324	919.07	1.792	238.888	2.319	482.812	3.452	666.175	0.004093
0.55	0.165	1.5	6.181	891.584	2.304	316.733	2.404	493.471	3.41	655.205	0.003831
0.55	0.165	2	6.014	863.003	2.742	382.838	2.486	505.275	3.357	644.464	0.003845
0.55	0.165	2.5	5.828	833.45	3.132	441.002	2.567	517.624	3.299	633.829	0.003895
0.55	0.165	3	5.63	802.693	3.489	493.312	2.648	529.937	3.237	623.062	0.004158
0.55	0.165	3.5	5.416	770.742	3.819	541.162	2.727	542.293	3.171	612.173	0.004243
0.55	0.165	4	5.187	737.39	4.127	585.46	2.805	554.509	3.101	601.116	0.004234
0.55	0.165	4.5	4.945	702.506	4.416	626.702	2.881	566.471	3.03	589.816	0.004395
0.55	0.165	5	4.687	665.689	4.687	665.75	2.956	578.358	2.956	578.349	0.004019
0.55	0.165	5.5	4.416	626.744	4.945	702.505	3.03	589.842	2.881	566.507	0.004295
0.55	0.165	6	4.126	585.489	5.187	737.379	3.101	601.126	2.805	554.52	0.004139
0.55	0.165	6.5	3.819	541.119	5.416	770.745	3.171	612.161	2.727	542.255	0.004404
0.55	0.165	7	3.489	493.345	5.63	802.67	3.237	623.055	2.648	529.939	0.004071
0.55	0.165	7.5	3.134	440.84	5.831	833.415	3.3	633.759	2.568	517.439	0.004472
0.55	0.165	8	2.742	382.81	6.013	863.058	3.357	644.503	2.486	505.321	0.003891
0.55	0.165	8.5	2.304	316.675	6.18	891.592	3.409	655.188	2.404	493.458	0.003951
0.55	0.165	9	1.791	238.934	6.323	919.154	3.452	666.291	2.319	482.897	0.003875
0.55	0.22	1	6.405	910.171	1.899	216.106	2.611	541.134	3.181	630.782	0.003906
0.55	0.22	1.5	6.28	880.915	2.445	289.979	2.666	542.167	3.174	622.044	0.004405
0.55	0.22	2	6.128	850.459	2.904	354.091	2.717	544.932	3.157	614.17	0.004053
0.55	0.22	2.5	5.959	818.786	3.309	411.483	2.765	548.596	3.136	606.82	0.003955
0.55	0.22	3	5.772	786.024	3.675	463.704	2.811	552.935	3.11	599.806	0.004295
0.55	0.22	3.5	5.569	751.926	4.008	512.214	2.855	557.787	3.08	593.086	0.004247
0.55	0.22	4	5.35	716.515	4.315	557.637	2.897	563.102	3.048	586.679	0.003960
0.55	0.22	4.5	5.117	679.616	4.601	600.368	2.938	568.64	3.013	580.471	0.004019
0.55	0.22	5	4.868	640.922	4.868	640.942	2.977	574.41	2.977	574.407	0.003994
0.55	0.22	5.5	4.601	600.332	5.118	679.59	3.013	580.424	2.938	568.589	0.004114
0.55	0.22	6	4.316	557.558	5.352	716.51	3.048	586.638	2.898	563.021	0.004222
0.55	0.22	6.5	4.008	512.208	5.57	751.929	3.08	593.083	2.855	557.787	0.004253
0.55	0.22	7	3.674	463.758	5.772	786.01	3.11	599.829	2.811	552.95	0.004161
0.55	0.22	7.5	3.309	411.455	5.959	818.798	3.136	606.804	2.766	548.606	0.003986
0.55	0.22	8	2.904	354.144	6.129	850.414	3.157	614.151	2.717	544.912	0.003970
0.55	0.22	8.5	2.444	290.027	6.28	880.908	3.174	622.065	2.666	542.164	0.004160
0.55	0.22	9	1.899	216.014	6.406	910.159	3.181	630.758	2.611	541.071	0.004507
0.55	0.275	1	6.43	907.522	1.935	209.042	2.9	589.751	2.9	589.734	0.003819
0.55	0.275	1.5	6.31	877.702	2.491	281.829	2.924	584.825	2.924	584.793	0.003717
0.55	0.275	2	6.164	846.577	2.958	345.156	2.942	581.133	2.942	581.163	0.003869
0.55	0.275	2.5	6	814.289	3.369	402.11	2.956	578.42	2.956	578.405	0.004092
0.55	0.275	3	5.818	780.796	3.736	454.451	2.966	576.409	2.966	576.389	0.003990
0.55	0.275	3.5	5.62	746.053	4.072	503.039	2.974	574.878	2.974	574.895	0.004160
0.55	0.275	4	5.404	709.939	4.378	548.838	2.979	573.938	2.979	573.966	0.003853
0.55	0.275	4.5	5.175	672.374	4.664	591.918	2.982	573.289	2.982	573.289	0.004124
0.55	0.275	5	4.927	633.157	4.928	633.028	2.983	573.117	2.983	573.13	0.004037
0.55	0.275	5.5	4.663	591.972	5.175	672.346	2.982	573.305	2.982	573.309	0.003984
0.55	0.275	6	4.379	548.757	5.405	709.968	2.979	573.921	2.979	573.916	0.003987
0.55	0.275	6.5	4.071	503.112	5.619	746.034	2.974	574.94	2.974	574.895	0.003963
0.55	0.275	7	3.736	454.491	5.818	780.775	2.967	576.411	2.966	576.397	0.003956
0.55	0.275	7.5	3.369	402.119	6	814.266	2.956	578.37	2.956	578.419	0.004128
0.55	0.275	8	2.959	345.182	6.165	846.583	2.943	581.158	2.943	581.174	0.003836
0.55	0.275	8.5	2.491	281.689	6.311	877.65	2.924	584.665	2.925	584.725	0.004380
0.55	0.275	9	1.934	209.044	6.43	907.505	2.899	589.707	2.899	589.737	0.003807
0.6	0.06	1	4.301	1252.966	1.06	455.258	1.519	382.796	3.774	776.44	0.005611
0.6	0.06	1.5	4.151	1227.561	1.343	578.169	1.662	434.415	3.647	764.97	0.006593
0.6	0.06	2	3.991	1201.486	1.598	674.461	1.805	479.451	3.515	752.885	0.006871
0.6	0.06	2.5	3.823	1174.475	1.837	753.31	1.949	518.768	3.379	739.966	0.007001
0.6	0.06	3	3.649	1146.224	2.065	819.488	2.093	552.951	3.241	726.026	0.007810
0.6	0.06	3.5	3.469	1116.421	2.283	876.96	2.238	583.438	3.101	710.985	0.007338
0.6	0.06	4	3.283	1084.795	2.493	927.822	2.383	610.907	2.958	694.74	0.005908
0.6	0.06	4.5	3.091	1050.85	2.696	973.302	2.527	635.601	2.814	677.064	0.004168
0.6	0.06	5	2.895	1013.957	2.895	1013.959	2.671	657.487	2.671	657.48	0.003693
0.6	0.06	5.5	2.696	973.246	3.091	1050.879	2.815	677.075	2.527	635.565	0.004306
0.6	0.06	6	2.492	927.969	3.283	1084.864	2.958	694.823	2.383	611.046	0.005591
